,user_id,song_id,listen_count,title,release,artist_name,year,song
889,169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,SOTVLQY12A58A798C2,1,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,Home - Edward Sharpe & The Magnetic Zeros
2748,b61afb42335287239bd40e1dea50d849cbf8a9a9,SOLAYYM12A8C144409,1,Crying,Dear Science_,TV On The Radio,2008,Crying - TV On The Radio
9237,22d652f8891ba2186a4ce3ee8de7c192148108ef,SORVYXQ12AB018C994,11,The Only One,Brothers,The Black Keys,2010,The Only One - The Black Keys
8653,fd585aef5c32d3943bd6e7f9f39aa216ba659fd0,SORBYFU12A8C138D23,11,Played-A-Live (The Bongo Song),Un Paso Adelante,Safri Duo,2001,Played-A-Live (The Bongo Song) - Safri Duo
3061,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOHNGUW12A81C22370,1,In The Mausoleum,The Flying Club Cup,Beirut,2007,In The Mausoleum - Beirut
493,5a905f000fc1ff3df7ca807d57edb608863db05d,SOJHCOH12A8AE45F4F,11,Hypnopaedia,Identification Parade,Octopus Project,2002,Hypnopaedia - Octopus Project
8325,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SOPXKYD12A6D4FA876,1,Yellow,Yellow,Coldplay,2000,Yellow - Coldplay
9016,3fd3acaa8dfeb94b0602a33085b44ebe80545dd2,SOCJTXC12A6701E7EA,1,The Breaks,Kurtis Blow,Kurtis Blow,1980,The Breaks - Kurtis Blow
4165,a520488fcf049bbb5cd847cfa4f884c740692780,SOXILLO12A6310F1B6,1,Aerodynamite,Daft Club,Daft Punk,2001,Aerodynamite - Daft Punk
5409,12a4a991c8b53cd6906995caed8b1f2bd3b6436a,SOHFNKO12AB017C772,1,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009,Kiss With A Fist - Florence + The Machine
2361,3b3c1e29095a98ae07e2427522244f10daa69340,SOHAHOQ12A58A7B0BD,1,Someone Wake Me Up (Album Version),Hook Me Up,The Veronicas,2007,Someone Wake Me Up (Album Version) - The Veronicas
5712,9d100b4175fed9da71b76800b921c4a40d0208b5,SOSXLTC12AF72A7F54,2,Revelry,Only By The Night,Kings Of Leon,2008,Revelry - Kings Of Leon
8073,42c9fba813dd9ca8ca3673277a0f923b6845a7a6,SOLICIM12A8C132361,69,How Am I Supposed To Live Without You,Soul Provider,Michael Bolton,1989,How Am I Supposed To Live Without You - Michael Bolton
5714,9d100b4175fed9da71b76800b921c4a40d0208b5,SOUNLPO12A6701FC5D,1,Hot In Herre,Da Derrty Versions: The Re-invention,Nelly,2002,Hot In Herre - Nelly
4206,bab8d135cf88852063ed4a084dd24c783d7ff841,SOSVQNK12AC468D6BE,1,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0,Moar Ghosts 'n' Stuff - Deadmau5
8424,51182330ee3e55d808df31a951032692c5cefe8a,SOJNNJQ12AB018697A,13,Head Full Of Doubt/Road Full Of Promise,I And Love And You,The Avett Brothers,2009,Head Full Of Doubt/Road Full Of Promise - The Avett Brothers
3764,884209a41deb55df792f074bccf8af1c1c31768b,SOBTNNG12AF72A73E8,1,Us V Them,Sound Of Silver,LCD Soundsystem,2007,Us V Them - LCD Soundsystem
1535,484b69dd013df1ec0cfd504886d4f647cb32b08f,SOSACAB12AB01876E4,1,From The Station,Hell Train,Soltero,0,From The Station - Soltero
175,b64cdd1a0bd907e5e00b39e345194768e330d652,SOTJQZN12AF72AA288,3,Voyager,Discovery,Daft Punk,2001,Voyager - Daft Punk
981,bd8475385f0aa78830fa6dfce9e7242164b035c8,SOSEKZA12A8C13FF24,1,Goodbye,Breakout,Miley Cyrus,2008,Goodbye - Miley Cyrus
7321,94d5bdc37683950e90c56c9b32721edb5d347600,SOHXSEH12A67020A2D,1,If It's Lovin' That You Want,If It's Lovin' That You Want,Rihanna,2005,If It's Lovin' That You Want - Rihanna
4922,e21477efb83bd323205ce6f5bd662f3df9d477e5,SODRLEQ12A6701F953,1,Saturdays,Bright Like Neon Love,Cut Copy,2004,Saturdays - Cut Copy
6548,c379210476d2044769c5f421e392c690f5229757,SOGJFUU12A8AE47D26,1,Until We Bleed (Feat. Lykke Li),Kleerup,Kleerup featuring Lykke Li,2008,Until We Bleed (Feat. Lykke Li) - Kleerup featuring Lykke Li
3718,176b5e98c1f01dba146ce8c6e15cf6fc344485ec,SOHTKMO12AB01843B0,13,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit) - Lonnie Gordon
9633,4600442e761b6f636a08134b10b9b6c38cef6ba4,SOUGFVS12AB01858DB,2,Girls_ Girls_ Girls,Colour Collection,Mötley Crüe,0,Girls_ Girls_ Girls - Mötley Crüe
1254,a58de017cbeda1763ea002fe027ed41b4ed53109,SONNSYV12A8C146BEC,3,Float On,Float On,Modest Mouse,2003,Float On - Modest Mouse
4227,e4e99e5b3223bec258cf2ff0d090d05a06302344,SOBONKR12A58A7A7E0,20,You're The One,If There Was A Way,Dwight Yoakam,1990,You're The One - Dwight Yoakam
2010,fe979a7b199de3ee8a78486c10e5ed13587fc359,SORNKQU12A6D4FCDC0,1,Ride For You (Album Version),Danity Kane,Danity Kane,2006,Ride For You (Album Version) - Danity Kane
7248,fa1e129119f9a5ca7b34d3566e6a8e7a0e0358bd,SOEZMXE12A6701DF63,1,All My Life,Love Always,K-Ci & JoJo,1997,All My Life - K-Ci & JoJo
1795,6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,SOBGVLX12A6310DF8F,7,Love Comes Tumbling,Wide Awake In America,U2,1985,Love Comes Tumbling - U2
3144,344af62cf08ea5c4ea1eb554366d221c1431f4d3,SOOZVYM12A8AE45A85,1,Never As Good As The First Time,Promise,Sade,1985,Never As Good As The First Time - Sade
764,baf47ed8da24d607e50d8684cde78b923538640f,SOAIQYM12A6701F507,1,The Rat (Album Version),Bows + Arrows,The Walkmen,2004,The Rat (Album Version) - The Walkmen
4990,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOPYNHK12AB017E7D2,1,A Crippling Blow,Day & Age,The Killers,2008,A Crippling Blow - The Killers
1600,0152fcbd02b172a874c75a57a913f0f0109ba272,SOPKPSQ12A58A7A5E4,1,I'm Not Okay (I Promise) (Live From Sessions@AOL),Life On The Murder Scene,My Chemical Romance,2006,I'm Not Okay (I Promise) (Live From Sessions@AOL) - My Chemical Romance
3340,b1269307f2ae8c17062c6aea2502b099aad517b6,SOGFKJE12A8C138D6A,2,Sun It Rises,Fleet Foxes,Fleet Foxes,2008,Sun It Rises - Fleet Foxes
2,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBXHDL12A81C204C0,1,Stronger,Graduation,Kanye West,2007,Stronger - Kanye West
4896,25fc0200450bbf726c8511fabe31ecfdb81732eb,SOXWYZP12AF72A42A6,2,Cosmic Love,Lungs,Florence + The Machine,2009,Cosmic Love - Florence + The Machine
786,baf47ed8da24d607e50d8684cde78b923538640f,SODVWOV12A6D4FB6D2,1,Bolinha De Papel,Live In Tokyo,João Gilberto,1962,Bolinha De Papel - João Gilberto
5831,4d4abafb7dd7a30206747398c9225f3e06942b3f,SOVOKKT12A6701E1C8,2,Road To Nowhere (Remastered LP Version ),The Best Of Talking Heads,Talking Heads,2004,Road To Nowhere (Remastered LP Version ) - Talking Heads
5568,1b704d4cddabea8258bd93497fcb73eab32fa592,SOGJMJH12A6702154D,3,Closer,The Downward Spiral,Nine Inch Nails,1994,Closer - Nine Inch Nails
7191,7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SORGVYS12A8AE48882,2,First Day Of My Life (Single Version),First Day Of My Life,Bright Eyes,2005,First Day Of My Life (Single Version) - Bright Eyes
9288,8fa25e588aeedaa539674babb75729ac9f31f15e,SOLVMWK12A6D4F9859,11,Symphony No. 39 in E flat major K543: IV.     Allegro,Beethoven Symphony No.3 / Mozart: Symphony No.39,Scottish Chamber Orchestra/Jukka-Pekka Saraste,0,Symphony No. 39 in E flat major K543: IV.     Allegro - Scottish Chamber Orchestra/Jukka-Pekka Saraste
674,5a905f000fc1ff3df7ca807d57edb608863db05d,SOUSMNI12A8C136F4F,2,Passion,Pacha Classics,Gat Décor,1992,Passion - Gat Décor
7905,9c4e14bbd043846b632d3737f08104dcaeb88142,SOIALDY12A58A76D61,1,Sea-Shells,Breathe Me,Sia,2004,Sea-Shells - Sia
7553,53ba380d234fd6022818340983570354ee207f6b,SOWQMMX12AB017DBE2,1,Day 'N' Nite,Man On The Moon: The End Of Day,Kid Cudi,2008,Day 'N' Nite - Kid Cudi
7663,f10e613636ee8e1f4d3a7f2b21ca9cd36d2e9d8d,SOEMFBP12AB017FD35,3,Say Yes,Either Or,Elliott Smith,0,Say Yes - Elliott Smith
7701,390c2e81bc9cf885608a0891c0a7eb13f1fd3336,SOADJQJ12A8C141D38,1,Halo,Halo,Beyoncé,2008,Halo - Beyoncé
7771,390c2e81bc9cf885608a0891c0a7eb13f1fd3336,SOXRZRN12A6D4FA27B,1,A Life Worth Living,My Heart Has A Wish That You Would Not Go,Aereogramme,2006,A Life Worth Living - Aereogramme
2803,b61afb42335287239bd40e1dea50d849cbf8a9a9,SOZPQXP12A8C1301ED,3,Ce Jeu,Pop Up - De Luxe,Yelle,2007,Ce Jeu - Yelle
3722,0eda271c8bf8b846c1c0320f6b7656ca73b80992,SOHVMIL12A6D4F8963,6,Slave To Love (1999 Digital Remaster),Slave To Love - The Best Of The Ballads,Bryan Ferry,0,Slave To Love (1999 Digital Remaster) - Bryan Ferry
4334,5235516080c0ad60972e4f4ce72238697e4bbceb,SOXCCPU12A58A7BF1E,1,Save Room,Mum Of The Year,John Legend,2006,Save Room - John Legend
3765,884209a41deb55df792f074bccf8af1c1c31768b,SOBUBLL12A58A795A8,2,They Might Follow You,Tiny Vipers,Tiny Vipers,2007,They Might Follow You - Tiny Vipers
427,5a905f000fc1ff3df7ca807d57edb608863db05d,SOEWATI12A8C13D029,1,Boy From School (Hot Chip Re-Work),Boy From School (The Mixes),Hot Chip,2006,Boy From School (Hot Chip Re-Work) - Hot Chip
7736,390c2e81bc9cf885608a0891c0a7eb13f1fd3336,SOLLNTU12A6701CFDC,1,Kryptonite,Total 90s,3 Doors Down,1997,Kryptonite - 3 Doors Down
4300,8dcb524ff75e0ad0f0a80aaccadf7bbaa3b89a41,SORWOWP12AB017C298,1,Helen Of Troy,Immolate Yourself,Telefon Tel Aviv,2009,Helen Of Troy - Telefon Tel Aviv
5019,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOWLLMJ12A6D4FA1A6,3,Over The Wall,Crystal Days 1979-1999,Echo And The Bunnymen,0,Over The Wall - Echo And The Bunnymen
4336,5e161b9e14f303a0cef2d3f44d07dd946549f89f,SOHFJAQ12AB017E4AF,1,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980,West One (Shine On Me) - The Ruts
652,5a905f000fc1ff3df7ca807d57edb608863db05d,SOTCMDJ12A6D4F8528,14,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006,The Gift - Angels and Airwaves
6023,49004e0f0819dc349c9aba9d233a6c1a0d88c590,SOVSQQE12A8C1327EF,2,I'm Her Slave (Album),Congregation,Afghan Whigs,1992,I'm Her Slave (Album) - Afghan Whigs
9819,a8268c552c1122626ba8ab4d7cf2f799de7931b2,SOHQTKJ12A8AE46A88,5,Annihilation By The Hands Of God (Album Version),The All Star Sessions,Roadrunner United,0,Annihilation By The Hands Of God (Album Version) - Roadrunner United
670,5a905f000fc1ff3df7ca807d57edb608863db05d,SOUNJIO12AB0181339,1,Gears,Gears,Future Rock,0,Gears - Future Rock
7006,529b42cdbc379ad2e765aec6d3bad8a192038741,SOSTWFY12AB01828AF,4,Me_ Myself & I,Hip Hop Classics Collection,De La Soul,0,Me_ Myself & I - De La Soul
3120,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOYWRZU12A6D4F66C2,1,Brain (Edited),In Search Of...,N.E.R.D.,2001,Brain (Edited) - N.E.R.D.
5271,12497e138741a0b94bb36a14bef32c9d0ee20fec,SONNNEH12AB01827DE,1,Lithium,Nevermind,Nirvana,1996,Lithium - Nirvana
3923,884209a41deb55df792f074bccf8af1c1c31768b,SOXZMNC12A8C135DD5,2,Lovely Allen,LP,Holy Fuck,2007,Lovely Allen - Holy Fuck
9649,332de6dcfc5b597500a661ab51a84653705b492b,SOLRDEI12A8C13AAA2,11,Ms. Jackson,Big Boi & Dre Present_ Outkast,OutKast,2000,Ms. Jackson - OutKast
4837,56b0a86f8093f90d1c9ab1762467c44808ceb672,SOFGKEH12A67020E3A,5,Beautiful,Hotel,Moby,2005,Beautiful - Moby
694,5a905f000fc1ff3df7ca807d57edb608863db05d,SOVUBST12AB018C9A4,1,Im Not The One,Brothers,The Black Keys,2010,Im Not The One - The Black Keys
3155,344af62cf08ea5c4ea1eb554366d221c1431f4d3,SOWBPNX12A8C13465B,1,Gift From Virgo,Dangerously In Love,Beyoncé,2003,Gift From Virgo - Beyoncé
1023,0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,SOEGIYH12A6D4FC0E3,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile) - Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner
6872,9c2032efba612bccec98435a3928b67d69350bed,SOEHHJG12A6D4F968A,1,Lex,Classics,Ratatat,2006,Lex - Ratatat
2181,3f9ed694a79835c921ef6d94acd28f876c1d901e,SOCVKOK12AB0184D95,1,You Make It Real,Essential Songs,James Morrison,0,You Make It Real - James Morrison
5353,37029a65b9925fb3c1964774fcab695b82955f76,SOCYBIP12A6D4F7826,9,Only Time (Original Version),The Very Best Of Enya,Enya,2009,Only Time (Original Version) - Enya
5140,3187e658fd71be99d68d96f3a61a436c8a607365,SOCPMIK12A6701E96D,1,The Man Who Sold The World,MTV Unplugged In New York,Nirvana,0,The Man Who Sold The World - Nirvana
4462,18dc95f354220b343e98ebbb7c8564291284ed9f,SOMJUSB12AF72A25B0,1,T-R-O-U-B-L-E,T-R-O-U-B-L-E / Leave My Girl Alone [Digital 45],Travis Tritt,1992,T-R-O-U-B-L-E - Travis Tritt
8332,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SORVXVP12AF72A7850,1,Another Girl Another Planet,Greatest Hits,Blink-182,2005,Another Girl Another Planet - Blink-182
164,b64cdd1a0bd907e5e00b39e345194768e330d652,SONZUTP12AF72AACC9,3,Superhereos,Discovery,Daft Punk,2001,Superhereos - Daft Punk
5236,4691b4c353503da2c108e372ff056a9ac847c4d1,SOXBZEQ12A8C14307F,3,Lovebug,A Little Bit Longer,Jonas Brothers,2008,Lovebug - Jonas Brothers
1378,3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOKIVKJ12AB0183424,1,Number One,Get Lifted,John Legend featuring Kanye west,2005,Number One - John Legend featuring Kanye west
259,17aa9f6dbdf753831da8f38c71b66b64373de613,SOMQSYG12A6D4FA671,1,Black Wave (Album),Wincing The Night Away,The Shins,2007,Black Wave (Album) - The Shins
2307,daebcdcf97caaf54a327b8ff52eca9f320599a10,SOEHZFF12A6310EE82,1,Move,Essential,Miles Davis,0,Move - Miles Davis
9530,8bde0ae3eda6b6f26c8a91eb5750d416acb3d508,SOZVVRE12A8C143150,10,Greece 2000,Greece 2000,Three Drives,1997,Greece 2000 - Three Drives
3713,4192e443e37ffa08f1cc02b10b42b4a178a09004,SOUFTBI12AB0183F65,1,Invalid,Fermi Paradox,Tub Ring,2002,Invalid - Tub Ring
7400,7602b1490de8e5ce87ac674643a99d8a569d79f0,SOLCHMG12AB018422E,9,Echo (Explicit Album Version),Echo,Gorilla Zoe,0,Echo (Explicit Album Version) - Gorilla Zoe
8303,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SOJXAMZ12AF72ABD3C,2,The Noose,Thirteenth Step,A Perfect Circle,2003,The Noose - A Perfect Circle
2996,15415fa2745b344bce958967c346f2a89f792f63,SOPTXDZ12A8C13518C,2,Un Aro En La Nariz,//:Tres.Jeans,Jeans (Mexico),0,Un Aro En La Nariz - Jeans (Mexico)
9452,97e48f0f188e04dcdb0f8e20a29dacb881d80c9e,SOZFRVU12A8C13C515,1,The Jessica Numbers,Twin Cinema,The New Pornographers,2005,The Jessica Numbers - The New Pornographers
9312,9d84d1bcfde6464c02561fbb5dcb294678778b25,SOFXKPM12A6D4F6BAA,1,Bow Down,Bow Down,Westside Connection,1996,Bow Down - Westside Connection
7194,7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOXJHPY12AF72A5227,2,Them Bones,Music Bank,Alice In Chains,1992,Them Bones - Alice In Chains
163,b64cdd1a0bd907e5e00b39e345194768e330d652,SONSOPT12A6D4F9405,2,Too Long,Discovery,Daft Punk,2001,Too Long - Daft Punk
9326,97e48f0f188e04dcdb0f8e20a29dacb881d80c9e,SOAVCHX12A6D4FA7B6,3,Hail To Whatever You Found In The Sunlight That Surrounds You,The Execution Of All Things,Rilo Kiley,2002,Hail To Whatever You Found In The Sunlight That Surrounds You - Rilo Kiley
2907,07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SODGVGW12AC9075A8D,1,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love - Justin Bieber
5679,eb78cc7907c80266eede622da13510fc5123ae7d,SOMUHBT12A58A7E5F0,5,Re: Your Brains,Best.  Concert.  Ever.,Jonathan Coulton,2006,Re: Your Brains - Jonathan Coulton
264,17aa9f6dbdf753831da8f38c71b66b64373de613,SONMBPQ12A6D4F95A3,1,Postcards From Italy,The Gulag Orkestar,Beirut,2005,Postcards From Italy - Beirut
3929,884209a41deb55df792f074bccf8af1c1c31768b,SOYVSHP12A6702016E,1,Never As Tired As When I'm Waking Up,LCD Soundsystem,LCD Soundsystem,2005,Never As Tired As When I'm Waking Up - LCD Soundsystem
3364,95773b3725a96464c85a5121d00f2566e6e8b69b,SOCZCLY12A6D4F6D08,2,Meu Mundo É Hoje (Eu Sou Assim),Bis,Paulinho Da Viola,0,Meu Mundo É Hoje (Eu Sou Assim) - Paulinho Da Viola
385,5a905f000fc1ff3df7ca807d57edb608863db05d,SOCHPFL12AF72A3F64,2,Full Circle (Explicit),Full Circle,Drowning Pool,2007,Full Circle (Explicit) - Drowning Pool
3773,884209a41deb55df792f074bccf8af1c1c31768b,SOCSHHV12A8AE45F45,1,Crying At The Aquarium,Identification Parade,Octopus Project,2002,Crying At The Aquarium - Octopus Project
6039,999902c7302ca251b23f5c0d643debce084076d3,SOKBPDK12A6D4FB679,1,C'mere,C'Mere,Interpol,0,C'mere - Interpol
231,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGKZXO12A8C13E3EE,1,Stop Coming To My House,Happy Songs For Happy People,Mogwai,2003,Stop Coming To My House - Mogwai
2336,8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOKLRPJ12A8C13C3FE,1,The Scientist,The Scientist,Coldplay,2002,The Scientist - Coldplay
5230,4691b4c353503da2c108e372ff056a9ac847c4d1,SOTWCDE12AB018909C,2,BedRock (Radio Edit) (feat.Lloyd),Now That's What I Call Music! 75,Young Money featuring Lloyd,0,BedRock (Radio Edit) (feat.Lloyd) - Young Money featuring Lloyd
6318,f0117aaaa329925350271431c324f4cf0468bb0c,SOGNXEQ12A81C2302C,2,Destination Calabria,Ministry of Sound Presents The Singles Volume 2,Alex Gaudino Feat. Crystal Waters,2007,Destination Calabria - Alex Gaudino Feat. Crystal Waters
701,5a905f000fc1ff3df7ca807d57edb608863db05d,SOWJYKK12A8C13286A,1,One Pure Thought,Made In The Dark,Hot Chip,2008,One Pure Thought - Hot Chip
5934,806ccae96c8ecb1c198482aff785ccd6bbe17143,SOUSZSW12AB01800C2,1,Toxic,The Singles Collection,Britney Spears,2003,Toxic - Britney Spears
2050,732f88be38fae217f8ab7e24c20dd072436e3e40,SOGTXWE12AC4687F2D,1,Demasiado Bueno,Te Seguiré,Edgar Oceransky,0,Demasiado Bueno - Edgar Oceransky
4368,e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOOGNOZ12AAF3B2936,1,Transparency,Workout Holiday,White Denim,2008,Transparency - White Denim
8428,51182330ee3e55d808df31a951032692c5cefe8a,SONDKOF12A6D4F7D70,30,Recado Falado (Metrô Da Saudade),2 Em 1,Alceu Valença,0,Recado Falado (Metrô Da Saudade) - Alceu Valença
1126,2c42e6551311710ca5a839d62058820a42ead493,SORQWBD12A58A79580,1,Electro Movimiento,Latin 101,Calle 13,2008,Electro Movimiento - Calle 13
9664,332de6dcfc5b597500a661ab51a84653705b492b,SOXGQEM12AB0181D35,16,Speechless,The Fame Monster,Lady GaGa,2009,Speechless - Lady GaGa
3961,8814f5d1f1d7177aa2efb6de6454504f3bb7b7bc,SOUSMXX12AB0185C24,16,OMG,OMG - The Remixes,Usher featuring will.i.am,2010,OMG - Usher featuring will.i.am
9993,08c129083a44492415e40b70d8f90755e15f4a91,SOSUDWP12A58A7CD2F,1,Nice Weather For Ducks,Live Lounge,Lemon Jelly,2002,Nice Weather For Ducks - Lemon Jelly
5247,12497e138741a0b94bb36a14bef32c9d0ee20fec,SOCALRI12A58A7BBC5,1,Youth Of The Nation (2006 Remastered Album Version),Greatest Hits [The Atlantic Years],P.O.D.,0,Youth Of The Nation (2006 Remastered Album Version) - P.O.D.
2383,c2cffe9ccaa09a327e8134e9a1f24901801fb2f8,SOCNAXF12A6D4F9B34,1,Creil City,Fat Come Back,Alliance Ethnik,1999,Creil City - Alliance Ethnik
5115,f608c215606e6421a429ea28ad08243241d5347d,SOIBSSJ12A8151E066,1,Let Me Be Myself,3 Doors Down,3 Doors Down,2008,Let Me Be Myself - 3 Doors Down
1886,b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOAUWYT12A81C206F1,1,Undo,Vespertine Live,Björk,2001,Undo - Björk
8435,51182330ee3e55d808df31a951032692c5cefe8a,SOTASOO12AB018697C,6,And It Spread,I And Love And You,The Avett Brothers,2009,And It Spread - The Avett Brothers
1446,ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,SOBSRPU12A8C134E1B,1,Go Go Girls,Sings The Greys,Frightened Rabbit,0,Go Go Girls - Frightened Rabbit
2273,1a849df9dabb15845eb932d46d81e2fd77176786,SOZAFRY12A58A7A9C5,1,Pictures Of You,Poison Kiss,The Last Goodnight,2007,Pictures Of You - The Last Goodnight
6304,b3de3bf6a0d2e5953d3095a58ee99fd362b97e8f,SOVDYZE12A58A7AA62,1,I'm Done,Doll Domination,The Pussycat Dolls,2008,I'm Done - The Pussycat Dolls
7611,8d11c46a7c926f38b505eec8e6c4ebdafd255398,SOALEQA12A58A77839,1,Jumping Jack Flash,Shine A Light,The Rolling Stones,1982,Jumping Jack Flash - The Rolling Stones
3314,eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOPBXPQ12AB01887E2,1,You're The One,Magic Potion,The Black Keys,2006,You're The One - The Black Keys
4604,2475b003df9c084c1488b2e63666e8cc87112180,SOPUKNN12AB017D9D9,12,The Lost Get Found,The Lost Get Found (Premiere Performance Plus Track),Britt Nicole,2009,The Lost Get Found - Britt Nicole
1026,0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,SOFRQTD12A81C233C0,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0,Sehr kosmisch - Harmonia
2143,732f88be38fae217f8ab7e24c20dd072436e3e40,SOVZHYS12A8C14663F,1,What's Your Name,This Is How I Feel,Future Loop Foundation,0,What's Your Name - Future Loop Foundation
2808,78e0065cacc15d6329be91b77045f12ab18cbea5,SOMGXHN12A58A7929F,1,But Tonight We Dance,This Is Noise,Rise Against,2006,But Tonight We Dance - Rise Against
1094,405d396ea64d75b5eaefaaf8ac836f45fa56af4d,SOIPSJB12A67ADD6C0,1,Do We Need This?,Uno,Muse,0,Do We Need This? - Muse
7860,f00f83927e9e39cf1c1e318d5391a697523eef22,SOLVLFW12A67020A3F,1,Behind The Screams,An Ånswer Can Be Found,CKY,2005,Behind The Screams - CKY
8028,4bc4ae71635b18628f4b0fde4ecb0a40d6d68bf5,SOKBEZD12A8151BA68,3,Anonymous,Ultimate R&B 2007,Bobby Valentino / Timbaland,0,Anonymous - Bobby Valentino / Timbaland
9274,1012ecfd277b96487ed8357d02fa8326b13696a5,SOWKSFG12A8C13E535,1,Torn,Love Song,Natalie Imbruglia,1997,Torn - Natalie Imbruglia
9732,b12c786deef0e618b5f277bc337f67128f425efe,SONPBEY12A67ADD330,1,Get Myself Into It,Pieces Of The People We Love,The Rapture,2006,Get Myself Into It - The Rapture
6641,6b7a5895d266599bc414b9eb8fbad59c95b9a99d,SOXACZF12A6D4FB153,2,Tears Don't Fall,The Poison,Bullet For My Valentine,2005,Tears Don't Fall - Bullet For My Valentine
964,bd8475385f0aa78830fa6dfce9e7242164b035c8,SONAZWN12A8151C957,1,White Winter Hymnal,White Winter Hymnal,Fleet Foxes,2008,White Winter Hymnal - Fleet Foxes
9066,cb8ed62245335312d58c97c1d5c68b4cac682afd,SOHHHYJ12AB0184D60,1,Ocean View,Goodbye Manhattan,Pieces Of A Dream,2007,Ocean View - Pieces Of A Dream
179,b64cdd1a0bd907e5e00b39e345194768e330d652,SOUGCDK12AC95F075F,1,Never Let You Go,My Worlds,Justin Bieber,2010,Never Let You Go - Justin Bieber
267,17aa9f6dbdf753831da8f38c71b66b64373de613,SONSQGU12AF72A2EDA,1,Where The White Boys Dance,Sam's Town,The Killers,2006,Where The White Boys Dance - The Killers
2432,01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,SORZCRI12A8AE4807B,2,Vanished,Vanished,Crystal Castles,2008,Vanished - Crystal Castles
5558,1b704d4cddabea8258bd93497fcb73eab32fa592,SOESTZQ12A67021556,4,Hurt,The Downward Spiral,Nine Inch Nails,1994,Hurt - Nine Inch Nails
7861,f00f83927e9e39cf1c1e318d5391a697523eef22,SOMDJRE12AF72A7325,1,Blue Monday,Family Values Tour '98,Orgy,1998,Blue Monday - Orgy
4473,18dc95f354220b343e98ebbb7c8564291284ed9f,SOOCALE12A6701EB05,2,So Fine,Use Your Illusion II,Guns N' Roses,1991,So Fine - Guns N' Roses
6048,999902c7302ca251b23f5c0d643debce084076d3,SOTGSIL12A8C13E5D0,1,Pioneer to The Falls,Our Love To Admire,Interpol,0,Pioneer to The Falls - Interpol
9424,97e48f0f188e04dcdb0f8e20a29dacb881d80c9e,SORJAAY12AB018A172,3,Epistemology,Hold Time,M Ward,2009,Epistemology - M Ward
